"code_list","code_list_nm","agency_id","version","is_final","code_value","code_text"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","AUS","Australia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","AUT","Austria"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","BEL","Belgium"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","CAN","Canada"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","CHL","Chile"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","COL","Colombia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","CRI","Costa Rica"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","CZE","Czechia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","DNK","Denmark"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EST","Estonia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","FIN","Finland"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","FRA","France"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","DEU","Germany"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","GRC","Greece"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","HUN","Hungary"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","ISL","Iceland"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","IRL","Ireland"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","ISR","Israel"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","ITA","Italy"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","JPN","Japan"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","KOR","Korea"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","LVA","Latvia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","LTU","Lithuania"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","LUX","Luxembourg"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","MEX","Mexico"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","NLD","Netherlands"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","NZL","New Zealand"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","NOR","Norway"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","POL","Poland"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","PRT","Portugal"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","SVK","Slovak Republic"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","SVN","Slovenia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","ESP","Spain"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","SWE","Sweden"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","CHE","Switzerland"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","TUR","Türkiye"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","GBR","United Kingdom"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","USA","United States"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G4E","Major four European countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","E4M","Major four euro area countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G7","G7"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G20","G20"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G20XEU","G20 excl. European Union"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G20OECD","G20 OECD countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G20XOECD","G20 non-OECD economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G20_A","G20 advanced economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","G20_E","G20 emerging economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA","Euro area"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA00","Euro area (evolving composition)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA11","Euro area (11 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA12","Euro area (12 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA13","Euro area (13 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA15","Euro area (15 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA16","Euro area (16 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA17","Euro area (17 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA18","Euro area (18 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA19","Euro area (19 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA20","Euro area (20 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA_X","Euro area unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EA00_X","Euro area (evolving composition) unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU","European Union"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU00","European Union (evolving composition)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU15","European Union (15 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU25","European Union (25 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU25_REP","European Union (25 countries) average country"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU27","European Union (27 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU28","European Union (28 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU27_2020","European Union (27 countries from 01/02/2020)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU28XEU15","European Union 28 excluding European Union 15 countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU_X","European Union unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU00_X","European Union (evolving composition) unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EUOECD","European Union countries in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU13OECD","European Union (13 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU14OECD","European Union (14 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU19OECD","European Union (19 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU20OECD","European Union (20 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU21OECD","European Union (21 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU22OECD","European Union (22 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU22OECD_2020","European Union (22 countries) in OECD (from 01/02/2020)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","EU23OECD","European Union (23 countries) in OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD","OECD"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD00","OECD (evolving composition)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD26","OECD (26 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD30","OECD (30 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD31","OECD (31 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD34","OECD (34 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD35","OECD (35 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD36","OECD (36 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD37","OECD (37 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD38","OECD (38 countries)"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECDXEA","OECD excluding the euro area"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECDXUSAJPNEA17","OECD countries except USA, JPN and euro area"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECDA","OECD America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECDS","OECD Asia"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECDSO","OECD Asia Oceania"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECDE","OECD Europe"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECDXG7","OECD smaller countries"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD_X","OECD unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD00_X","OECD (evolving composition) unspecified"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","OECD_REP","OECD average country"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","WXOECD","Non-OECD economies"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","WXOECDXCHN","Non-OECD economies excluding China"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","AXOECD","Non-OECD America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","A2XOECD","Non-OECD Northern America"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","A5XOECD","Non-OECD Central America and Caribbean"
"CL_AREA","Codelist for reference areas and geocoding","OECD","1.2","true","A7XOECD","Non-OECD South America"
